first_name,last_name,full_name,phone,client_id,dob,age,inception,city,state,street,advisor,lat,lon,account_types,total_aum
Tammy,Blasingame,Tammy Blasingame,490-762-9786,387,1953-03-21,65,2007-10-13,Dublin,CA,4936 Sequoia Avenue,Cynthia,37.711885,-121.884051,"Traditional IRA,529,Brokerage,Roth 401(k)",44100.697032776334
Cristine,Hill,Cristine Hill,183-397-5708,388,1959-07-19,59,2010-03-21,Arvada,CO,7901 West 52nd Avenue,Robert,39.791644,-105.084667,"Brokerage,Roth IRA",42424.51951075004
Blanche,Bloom,Blanche Bloom,422-340-5317,389,1959-12-14,58,2014-07-10,Glendale,AZ,7416 West Maryland Avenue,Robert,33.5309979,-112.218947,Brokerage,11063.5305539373
Sonia,Ford,Sonia Ford,365-865-8312,390,1958-06-16,60,2003-11-19,Freetown,MA,Cleveland Park,Robert,41.77750899999999,-70.9551393,"529,Brokerage,Traditional IRA",57301.63713882723
Andrew,Gold,Andrew Gold,679-535-1154,391,1973-09-13,45,2017-05-27,Arvada,CO,5743 Teller Street,Cynthia,39.80117550000001,-105.0771143,"Brokerage,529",24063.740994163483
Bryan,Gingerich,Bryan Gingerich,312-836-7529,392,1979-01-16,39,2000-05-25,Louisville,KY,10406 Sunlight Lane,Cynthia,38.1009699,-85.839978,"Roth IRA,529,Traditional IRA",27864.51852961596
David,Hernandez,David Hernandez,281-595-9242,393,1964-08-19,54,2003-09-24,Washington,DC,1333 Kenyon Street Northwest,Robert,38.930001,-77.0309709,"Brokerage,529",23705.867793077363
Susan,Pryce,Susan Pryce,367-171-7767,394,1959-03-02,59,2000-06-05,Crownsville,MD,854 Cherry Trail,Cynthia,39.050095,-76.577817,"Roth IRA,529,Traditional IRA,Brokerage,Roth 401(k)",137771.31885644482
Peter,Mickelson,Peter Mickelson,454-522-8031,395,1962-12-25,55,2011-08-04,Livermore,CA,465 Humboldt Way,Robert,37.6958861,-121.7952093,"Roth 401(k),529,Brokerage,Traditional IRA,Roth IRA",240312.24199764561
Jeannette,Matten,Jeannette Matten,683-664-1185,396,1955-05-03,63,2007-07-09,Arvada,CO,9605 West 62nd Place,Robert,39.810923,-105.10516,"Traditional IRA,Brokerage,Roth IRA,529,Roth 401(k)",541552.7713335336
Willie,Cook,Willie Cook,437-207-9795,397,1972-11-25,45,2013-10-02,Fayetteville,AR,3142 North Warwick Drive,Cynthia,36.108083,-94.1208599,"Roth IRA,Traditional IRA,529,Roth 401(k)",63401.51074075912
Evelyn,Bethea,Evelyn Bethea,530-575-7708,398,1989-05-24,29,2003-08-19,Nashville,TN,2732 Rosedale Place,Robert,36.1230861,-86.7625204,"529,Roth IRA,Traditional IRA",33962.83761330474
Chris,Brown,Chris Brown,276-858-2016,399,1963-03-05,55,2011-09-05,Panama City,FL,3504 East 5th Street,Robert,30.156461,-85.61573399999999,"529,Traditional IRA,Brokerage,Roth 401(k)",21807.331655809543
John,Ashland,John Ashland,223-231-3542,400,1961-01-21,57,2002-04-05,Louisville,KY,826 South Hancock Street,Robert,38.2408519,-85.744652,Roth IRA,22067.04567052729
John,Erickson,John Erickson,298-884-5595,401,1958-12-09,59,2008-08-04,Worcester,MA,864 Main Street,Cynthia,42.25376019999999,-71.8157373,529,24282.77409396564
Larry,Martin,Larry Martin,101-751-5248,402,1982-09-20,36,2011-09-04,Nashville,TN,314 Lallemand Court,Cynthia,36.078873,-86.694142,"Roth IRA,529",22964.53738865995
Bradley,Dekany,Bradley Dekany,436-827-6636,403,1954-02-02,64,2009-06-08,Brockton,MA,9 Montello Street,Robert,42.0855398,-71.0173809,"529,Roth 401(k)",45601.444404925845
Robert,Campbell,Robert Campbell,434-732-5756,404,1958-12-09,59,2002-03-16,Soda Springs,CA,51035 Conifer Drive,Cynthia,39.31757899999999,-120.443713,"Traditional IRA,Roth 401(k),Brokerage",38370.70177128769
Robert,West,Robert West,649-228-7140,405,1962-04-11,56,2006-05-17,Anchorage,AK,3404 Lakeside Drive,Robert,61.131176,-149.943144,Brokerage,24209.534706647697
Sara,Ricks,Sara Ricks,237-196-5262,406,1988-10-02,30,2012-06-09,Manchester,CT,40 Strawberry Lane,Cynthia,41.74684500000001,-72.542391,"Roth 401(k),Brokerage,Traditional IRA,529,Roth IRA",44334.01327454415
Gladys,Arellano,Gladys Arellano,409-960-6909,407,1966-04-25,52,2001-03-03,Annapolis,MD,721 Bay Ridge Avenue,Cynthia,38.9686337,-76.4861383,"Roth 401(k),Roth IRA,Traditional IRA",25526.4749117596
William,Wilson,William Wilson,468-368-1910,408,1964-02-16,54,2016-04-08,Glendale,AZ,7711 North 51st Avenue,Cynthia,33.5502243,-112.1665731,"529,Roth 401(k),Brokerage,Roth IRA",56538.504028854964
Louis,Brown,Louis Brown,512-408-3420,409,1965-03-15,53,2015-09-25,Norman,OK,3413 Pheasant Run Road,Cynthia,35.2350656,-97.492398,"Traditional IRA,Brokerage",238153.0580231452
Leroy,Deloach,Leroy Deloach,491-574-5766,410,1955-07-14,63,2000-06-19,Nashville,TN,261 East Old Hickory Boulevard,Cynthia,36.263073,-86.708197,"529,Roth IRA,Traditional IRA",53035.067526687155
Peggy,Oguin,Peggy Oguin,225-114-8268,411,1957-09-15,61,2017-05-16,Essex,VT,43 Main Street,Cynthia,44.4921,-73.1074749,Roth IRA,16696.95552694087
Johnny,Fischer,Johnny Fischer,129-122-3367,412,1985-08-12,33,2005-11-10,Town of Rockingham,VT,6 Oak Street,Cynthia,43.134108,-72.449474,"Roth 401(k),Brokerage,Roth IRA,Traditional IRA",153593.63111772327
Eric,Stevens,Eric Stevens,145-899-0332,413,1979-07-26,39,2009-12-04,Washington,DC,1420 12th Street Northwest,Robert,38.909211,-77.02838299999999,"Roth 401(k),Roth IRA,529,Brokerage",290477.13403043273
Mary,Milton,Mary Milton,148-270-6814,414,1957-12-15,60,2006-01-12,Glendale,AZ,15010 North 59th Avenue,Robert,33.6214932,-112.1865942,"529,Roth 401(k),Roth IRA,Traditional IRA",33548.817533281006
Aaron,Ripley,Aaron Ripley,695-241-0194,415,1977-06-24,41,2004-12-02,Nashville,TN,3901 West End Avenue,Robert,36.130816,-86.83483,"Roth IRA,Brokerage,Roth 401(k)",25328.838316947425
Carolyn,Smith,Carolyn Smith,639-890-7680,416,1958-12-14,59,2009-10-17,Louisville,KY,1259 Everett Avenue,Robert,38.23790650000001,-85.7139049,"Roth 401(k),Roth IRA,529,Traditional IRA,Brokerage",231220.91883831905
Katie,Doty,Katie Doty,247-548-6732,417,1990-12-07,27,2006-09-09,Louisville,KY,12002 Vanherr Drive,Cynthia,38.191896,-85.546677,"Traditional IRA,Brokerage,Roth IRA",35142.9074929519
Gwendolyn,Borgia,Gwendolyn Borgia,485-718-2349,418,1986-09-19,32,2002-03-19,Danville,VT,776 Morrill Road,Cynthia,44.46019,-72.137885,Roth 401(k),11839.430227674418
Gaylord,Bowles,Gaylord Bowles,369-982-6159,419,1985-09-07,33,2010-04-16,Fayetteville,AR,5529 East Saddleridge Drive,Robert,36.113929,-94.080563,"Traditional IRA,529,Roth 401(k),Brokerage",319275.17433372914
Ricardo,Kinnison,Ricardo Kinnison,646-356-5836,420,1973-05-04,45,2010-09-17,Montgomery,AL,323 Randolph Street,Robert,32.38349,-86.304215,"Brokerage,Roth IRA",33134.44791869617
William,Bryant,William Bryant,533-480-5104,421,1964-10-11,54,2006-09-20,Fayetteville,AR,5514 West Wedington Drive,Robert,36.079411,-94.240031,"Brokerage,529,Traditional IRA,Roth 401(k),Roth IRA",70865.53331289704
Helen,Wright,Helen Wright,451-539-9015,422,1969-01-13,49,2001-07-09,Glendale,AZ,7401 North 61st Drive,Cynthia,33.5450005,-112.191417,Roth IRA,24110.516253900245
Dave,Chagnon,Dave Chagnon,508-476-6738,423,1966-08-24,52,2003-11-17,Choctaw,OK,17800 Creekwood Lane,Robert,35.473645,-97.216093,"529,Traditional IRA,Brokerage",48421.0558922927
William,Lombardi,William Lombardi,536-302-6138,424,1987-02-09,31,2003-06-26,Savannah,GA,1425 Claremont Circle,Robert,32.062524,-81.123133,"529,Roth 401(k),Traditional IRA",26504.101165469263
Bonita,Chung,Bonita Chung,355-758-5482,425,1973-11-06,45,2016-10-17,Panama City,FL,312 North Cove Boulevard,Cynthia,30.1520433,-85.6500713,"Traditional IRA,Roth 401(k)",24723.269778004258
Kent,Gimbel,Kent Gimbel,261-835-0758,426,1981-05-25,37,2005-05-26,Louisville,KY,14505 Landis Villa Drive,Robert,38.2390052,-85.4969588,"529,Roth 401(k),Brokerage,Roth IRA",262440.6717512171
John,Hyde,John Hyde,101-162-3608,427,1980-07-14,38,2009-09-21,Ione,CA,468 Raymond Drive,Cynthia,38.356566,-120.935883,"Roth IRA,Roth 401(k),Traditional IRA,Brokerage,529",75210.01650284068
George,Mensalvas,George Mensalvas,506-613-7824,428,1973-06-08,45,2015-10-02,Berkeley,CA,2414 Parker Street,Cynthia,37.862903,-122.2595092,"Traditional IRA,Roth IRA,529,Roth 401(k),Brokerage",91889.89906313652
Kevin,Baxter,Kevin Baxter,166-876-4582,429,1958-07-23,60,2005-12-07,Arvada,CO,12064 West 61st Avenue,Robert,39.807439,-105.133524,"Traditional IRA,Brokerage,Roth IRA,529",67995.06995904862
Nathaniel,Choi,Nathaniel Choi,423-577-3350,430,1967-12-21,50,2017-06-27,Glendale,AZ,9009 West Nicolet Avenue,Cynthia,33.540794,-112.252896,"529,Roth 401(k),Traditional IRA,Brokerage,Roth IRA",51796.9075825202
Stephanie,Dolejsi,Stephanie Dolejsi,384-337-2272,431,1987-02-24,31,2015-07-26,Goodlettsville,TN,143 Canton Court,Cynthia,36.3184574,-86.6940838,"Traditional IRA,Brokerage,Roth 401(k),Roth IRA",245659.96861942165
John,Stockton,John Stockton,178-955-7573,432,1951-09-03,67,2015-11-05,Oklahoma City,OK,6120 Southeast 84th Street,Robert,35.380836,-97.41582,"Traditional IRA,Brokerage,Roth 401(k)",25956.983218848167
Shirley,Reed,Shirley Reed,157-652-3311,433,1985-09-24,33,2005-03-20,Pooler,GA,208 Towne Lake Way,Cynthia,32.137605,-81.25850600000001,"Roth IRA,529,Traditional IRA,Brokerage",79486.4481158506
Angel,Chipman,Angel Chipman,251-910-4147,434,1965-05-11,53,2002-09-10,Montgomery,AL,5814 Carriage Brook Road,Cynthia,32.3362182,-86.2197506,"Traditional IRA,Roth IRA",30053.59011841396
Chester,Pace,Chester Pace,671-495-6355,435,1962-02-28,56,2002-10-20,Nashville,TN,270 Tampa Drive,Robert,36.0834724,-86.71200139999999,"Traditional IRA,Brokerage,Roth IRA,Roth 401(k)",187966.70832169245
Nathan,Bradford,Nathan Bradford,290-188-9610,436,1975-10-24,43,2009-05-19,Arvada,CO,5408 Iris Street,Cynthia,39.795543,-105.105479,"Roth IRA,529,Traditional IRA,Brokerage,Roth 401(k)",130976.88552859418
Diane,Small,Diane Small,690-370-5976,437,1971-10-04,47,2016-10-26,Washington,DC,1734 Tamarack Street Northwest,Robert,38.993375,-77.04060299999999,"Brokerage,529,Traditional IRA,Roth 401(k),Roth IRA",178845.7351777954
Cory,Demarino,Cory Demarino,260-611-7909,438,1962-04-23,56,2015-05-20,Panama City Beach,FL,301 Argonaut Street,Robert,30.20514,-85.84755899999999,"Roth 401(k),Brokerage",7865.014410181288
Miguel,Daugherty,Miguel Daugherty,219-178-7778,439,1986-07-27,32,2012-01-12,Stowe,VT,2063 Notchbrook Road,Cynthia,44.518528,-72.762367,"Roth 401(k),Roth IRA,Brokerage,529,Traditional IRA",60600.611250563255
Terry,Shaffer,Terry Shaffer,130-382-9389,440,1969-04-07,49,2013-03-15,Fayetteville,AR,600 West North Street,Robert,36.077974,-94.167103,Brokerage,150845.55890601396
Beverly,Rickard,Beverly Rickard,459-806-5185,441,1960-09-15,58,2000-06-16,Oakland,CA,6100 Bullard Drive,Robert,37.829801,-122.216252,"Brokerage,Traditional IRA,Roth 401(k),Roth IRA,529",68314.66079517553
Lloyd,Rice,Lloyd Rice,495-511-0892,442,1986-10-07,32,2005-08-19,Arvada,CO,8785 Ellis Court,Robert,39.853725,-105.158861,"Traditional IRA,529,Brokerage",136920.69506627411
Emilie,Abrams,Emilie Abrams,308-955-6909,443,1979-02-27,39,2007-10-21,Moretown,VT,82 The Commons,Cynthia,44.253658,-72.753642,"529,Roth IRA,Traditional IRA,Brokerage",49887.79938608798
Jennifer,Orourke,Jennifer Orourke,587-639-9979,444,1965-04-24,53,2012-04-03,Washington,DC,215 9th Street Northeast,Cynthia,38.892406,-76.993409,"Brokerage,Traditional IRA,529",305033.9060145551
Elmer,Pharr,Elmer Pharr,211-219-5041,445,1957-11-10,61,2009-09-01,Louisville,KY,Doc Hawley Street,Cynthia,38.2331551,-85.5028193,"Brokerage,Roth IRA",8705.956022240673
Aaron,Ridder,Aaron Ridder,108-643-0490,446,1952-01-26,66,2015-12-02,Mesa,AZ,130 West Brown Road,Cynthia,33.4356918,-111.8348295,"Brokerage,Roth 401(k),Roth IRA,529,Traditional IRA",61408.689888571615
Nicholas,Osher,Nicholas Osher,345-570-2113,447,1958-07-18,60,2008-09-23,Montgomery,AL,449 Saratoga Lane,Cynthia,32.3749619,-86.19708399999999,"Roth IRA,Brokerage",31114.81301310334
Eva,Carnegie,Eva Carnegie,616-976-8591,448,1962-09-08,56,2008-08-25,Washington,DC,7003 9th Street Northwest,Cynthia,38.9749667,-77.0253871,"Roth IRA,Roth 401(k),Brokerage,529",130317.62673065964
Bernice,Whitesell,Bernice Whitesell,410-788-8498,449,1990-02-17,28,2005-12-13,Nashville,TN,5170 Hickory Hollow Parkway,Robert,36.0518069,-86.663692,"Roth 401(k),Roth IRA,529,Brokerage",48431.02438907094
Brett,Coto,Brett Coto,532-722-3929,450,1951-09-14,67,2005-01-19,Moore,OK,1709 Queensbury Road,Cynthia,35.3546959,-97.507938,"529,Brokerage,Traditional IRA",37631.34274562809
Antione,Dengler,Antione Dengler,557-428-6079,451,1954-08-10,64,2005-11-11,Anchorage,AK,4516 Old Seward Highway,Robert,61.1796427,-149.8693945,"Brokerage,Traditional IRA,529,Roth 401(k)",134478.1200571009
Clinton,Vaughan,Clinton Vaughan,137-340-9588,452,1972-11-23,45,2004-03-06,Bethany,OK,3820 North Peniel Avenue,Robert,35.5097004,-97.62759249999999,Brokerage,15464.109994320994
Gilbert,Lipson,Gilbert Lipson,143-242-7249,453,1979-05-01,39,2008-09-14,Nashville,TN,913 Fallview Trail,Cynthia,36.02419100000001,-86.718305,"Roth IRA,Traditional IRA",77568.99478178174
Joseph,Hill,Joseph Hill,293-518-0269,454,1985-09-16,33,2006-07-20,Louisville,KY,3408 Bellisima Place,Robert,38.2857023,-85.5023064,"Roth IRA,Brokerage,Roth 401(k),Traditional IRA",80583.3424481886
Marguerite,Crisson,Marguerite Crisson,494-769-5346,455,1951-01-01,67,2012-10-19,Arvada,CO,6820 West 84th Circle,Robert,39.848841,-105.073978,"Roth IRA,Roth 401(k)",18511.067663372727
Debra,Tsosie,Debra Tsosie,153-365-6184,456,1953-02-21,65,2005-12-12,Annapolis,MD,1347 Blackwalnut Court,Cynthia,38.936881,-76.475823,"Roth IRA,Roth 401(k),Brokerage,Traditional IRA,529",80205.37965599657
Jordan,Orr,Jordan Orr,262-129-3522,457,1978-03-28,40,2007-01-09,Litchfield Park,AZ,12546 West Montebello Avenue,Cynthia,33.520215,-112.330507,"529,Roth IRA,Roth 401(k),Traditional IRA,Brokerage",65224.16120260005
Milton,Miller,Milton Miller,429-564-0211,458,1954-11-12,64,2010-10-11,Peoria,AZ,16020 North 69th Avenue,Cynthia,33.6310638,-112.2071013,"Roth IRA,529,Brokerage,Traditional IRA",25199.997596331385
Ruby,Martin,Ruby Martin,338-198-6925,459,1962-11-18,56,2005-05-11,Panama City,FL,7000 Hugh Drive,Robert,30.133951,-85.57024799999999,"Roth IRA,Traditional IRA,Brokerage,Roth 401(k),529",98196.76859108041
Beverly,Freeman,Beverly Freeman,145-992-2879,460,1988-10-13,30,2017-09-17,Southport,FL,325 Joseph Circle,Cynthia,30.407817,-85.684715,"Roth 401(k),Brokerage",33752.759064045655
Ossie,Pringle,Ossie Pringle,394-827-5084,461,1979-06-21,39,2004-06-28,Nashville,TN,3714 John Mallette Drive,Robert,36.196202,-86.8401389,529,2509.032366848346
Marci,Piper,Marci Piper,206-644-1028,462,1985-10-26,33,2017-01-02,Washington,DC,923 K Street Northeast,Robert,38.9022441,-76.99292109999999,"529,Roth 401(k)",24942.029064042385
Carolyn,Echevarria,Carolyn Echevarria,105-493-2882,463,1980-06-08,38,2011-10-13,Alameda,CA,565 Amber Isle,Robert,37.764288,-122.268645,"Roth 401(k),529,Roth IRA,Traditional IRA,Brokerage",80136.7350759795
Todd,Turner,Todd Turner,405-907-0890,464,1961-11-27,56,2008-07-04,Savannah,GA,1030 Shawnee Street,Robert,31.9851137,-81.16643839999999,"Roth IRA,Brokerage,529,Roth 401(k)",66680.47170219054
Stacey,Giroux,Stacey Giroux,368-653-9106,465,1983-05-26,35,2005-07-06,Manchester,CT,236 Middle Turnpike East,Robert,41.783396,-72.51220599999999,"Brokerage,Traditional IRA,Roth 401(k),Roth IRA,529",67595.23843365035
James,Bullock,James Bullock,197-212-1464,466,1989-05-10,29,2008-07-25,Manchester,CT,14 Linden Street,Robert,41.7745222,-72.5234493,"Roth 401(k),Brokerage,Roth IRA,529",88806.95321302745
Angela,Mullinix,Angela Mullinix,581-361-9369,467,1959-04-11,59,2014-05-10,Anchorage,AK,22649 McManus Drive,Robert,61.418189,-149.460766,"Roth IRA,529,Roth 401(k),Traditional IRA",114068.04184179366
Lisa,Russell,Lisa Russell,519-168-5165,468,1982-11-21,35,2015-02-09,Mountain View,CA,2685 California Street,Robert,37.4068693,-122.1129728,"Traditional IRA,Roth 401(k)",33705.06246079229
Corinne,Kenney,Corinne Kenney,244-833-2392,469,1981-11-27,36,2015-08-13,Oklahoma City,OK,901 North Lincoln Boulevard,Robert,35.4766936,-97.50385539999999,"Roth 401(k),Traditional IRA,Roth IRA",25320.658714428926
Paul,Gunter,Paul Gunter,560-301-0888,470,1966-02-03,52,2008-05-19,Savannah,GA,1101 West 48th Street,Cynthia,32.0519185,-81.1162954,"Brokerage,Traditional IRA,Roth IRA,529,Roth 401(k)",48109.46791011661
Mark,Conner,Mark Conner,124-740-6864,471,1957-09-28,61,2000-07-11,Arvada,CO,7950 West 51st Avenue,Cynthia,39.7883001,-105.0849404,"Traditional IRA,529,Roth 401(k)",48564.13779306409
Ruth,Goodwin,Ruth Goodwin,695-835-1127,472,1955-04-01,63,2007-07-12,Nashville,TN,3616 Echo Lane,Robert,36.236713,-86.833956,"Traditional IRA,Roth IRA,Roth 401(k),529,Brokerage",69031.60125731438
Joe,Lineberger,Joe Lineberger,236-109-2645,473,1969-10-05,49,2008-03-20,Lynn Haven,FL,111 Lakeview Terrace,Robert,30.235297,-85.605544,Traditional IRA,3842.666068290228
Michael,Ward,Michael Ward,146-949-9602,474,1989-04-12,29,2002-08-24,Montgomery,AL,1044 Stokes Road,Robert,32.439489,-86.247089,"Traditional IRA,Roth IRA,Roth 401(k),529,Brokerage",68625.62002001883
Frederick,Angles,Frederick Angles,502-466-8780,475,1971-01-21,47,2006-06-04,Arvada,CO,6007 Yarrow Street,Cynthia,39.806211,-105.084446,"529,Roth 401(k),Roth IRA,Traditional IRA",51235.62833599515
Rosemary,Fields,Rosemary Fields,566-673-4928,476,1971-03-01,47,2006-07-13,Guilford,VT,81 Buck Hill Road,Cynthia,42.815964,-72.580124,"Brokerage,Roth IRA,529,Traditional IRA,Roth 401(k)",289536.3893077409
Robert,Woods,Robert Woods,606-173-4434,477,1979-12-15,38,2010-09-07,Crofton,MD,1428 Flatwood Court,Robert,39.014438,-76.694666,"Brokerage,Roth 401(k),529,Roth IRA",73901.68335151132
Jennifer,Strong,Jennifer Strong,298-765-9744,478,1974-11-22,43,2002-02-11,Fayetteville,AR,1100 Cleveland Street,Robert,36.0739432,-94.1755719,Roth 401(k),13836.459751931334
James,Reed,James Reed,329-381-6776,479,1963-06-05,55,2011-06-08,Manchester,CT,34 Holyoke Road,Robert,41.753855,-72.498972,"Roth IRA,Traditional IRA",17547.32055602999
William,Garcia,William Garcia,545-851-5082,480,1985-10-23,33,2011-04-12,Washington,DC,1711 8th Street Northwest,Robert,38.9136509,-77.022629,"Brokerage,Roth IRA",25188.471330270244
Concepcion,Belt,Concepcion Belt,142-724-8586,481,1990-01-09,28,2004-01-12,Manchester,CT,117 Adelaide Road,Cynthia,41.777818,-72.495914,"529,Traditional IRA,Roth 401(k),Brokerage",31992.3008975324
Thomas,Toti,Thomas Toti,194-229-4512,482,1988-10-26,30,2013-05-08,Glendale,AZ,6741 West Robert E Lee Street,Robert,33.6488749,-112.204666,"529,Brokerage,Roth IRA,Roth 401(k)",50991.13868363586
James,Pumphrey,James Pumphrey,685-980-2707,483,1983-07-02,35,2004-10-27,Montgomery,AL,5701 East Shirley Lane,Robert,32.3704234,-86.2038984,Roth IRA,14885.428063764044
Bessie,Mack,Bessie Mack,150-320-9789,484,1976-01-16,42,2014-10-18,Garden City,GA,5118 Augusta Road,Cynthia,32.115334,-81.1650918,"Roth IRA,529,Roth 401(k),Brokerage",35456.239576104934
Andrea,Patterson,Andrea Patterson,330-380-2776,485,1986-12-26,31,2008-12-17,Nashville,TN,429 Patterson Street,Cynthia,36.102655,-86.744186,"529,Brokerage,Roth 401(k),Roth IRA,Traditional IRA",238759.58351730258
Johnnie,Davies,Johnnie Davies,648-388-0866,486,1969-04-19,49,2010-11-15,Oklahoma City,OK,6016 Northwest 27th Street,Robert,35.497661,-97.62427079999999,"Roth IRA,Brokerage,Roth 401(k)",190029.61376405397
Courtney,Loats,Courtney Loats,446-147-5224,487,1969-09-06,49,2005-04-07,Oklahoma City,OK,2237 Northwest 18th Street,Cynthia,35.4882133,-97.5513414,Brokerage,4330.884124952789
Dennis,Streiff,Dennis Streiff,350-896-7623,488,1973-02-16,45,2007-02-19,Bristol,VT,26 Garfield Street,Cynthia,44.135421,-73.07668699999999,"Brokerage,Roth IRA,Traditional IRA,529,Roth 401(k)",49853.24690363893
Marjorie,Huckabaa,Marjorie Huckabaa,501-483-9763,489,1951-10-07,67,2017-07-10,Panama City,FL,2936 State Avenue,Cynthia,30.202236,-85.66611499999999,"Brokerage,Traditional IRA,Roth IRA",21994.965435825558
David,Landis,David Landis,312-485-2006,490,1983-02-15,35,2001-01-04,Montgomery,AL,2013 Talbot Terrace,Robert,32.346206,-86.239281,"Traditional IRA,Roth 401(k),Roth IRA,Brokerage",149653.79314867646
Andrea,Cooksley,Andrea Cooksley,184-260-1765,491,1978-06-12,40,2012-12-24,Arvada,CO,7950 West 51st Avenue,Cynthia,39.7883001,-105.0849404,Brokerage,13459.101296164587
Jackie,Schulte,Jackie Schulte,300-781-2485,492,1965-01-23,53,2011-05-28,Carson,CA,2632 Jackson Street East,Cynthia,33.8360282,-118.2202665,Traditional IRA,17122.73154586112
Bridget,Sol,Bridget Sol,639-932-6595,493,1960-11-08,58,2009-08-01,Fountain,FL,17623 Norma Lane,Robert,30.468398,-85.468452,"Brokerage,Traditional IRA,Roth IRA,Roth 401(k)",61957.20241156712
Mohammad,Maldonado,Mohammad Maldonado,468-670-9757,494,1954-06-07,64,2001-04-17,Louisville,KY,3301 Nora Lane,Cynthia,38.199844,-85.61509,"529,Roth IRA,Traditional IRA",66742.90915314722
Edwin,Provencal,Edwin Provencal,435-519-0920,495,1952-11-19,66,2006-04-05,Fremont,CA,36043 Soapberry Commons,Robert,37.555484,-122.012744,"Brokerage,Roth IRA",27527.75837043163
Hannah,Corso,Hannah Corso,268-556-6915,496,1967-01-25,51,2000-02-12,Panama City Beach,FL,415 Lullwater Drive,Robert,30.22177929999999,-85.8841423,Traditional IRA,16844.838977480562
